company_name,company_status,company_status_date,search_url,company_search_status,company_found_name,,flag,flagging_reason,company_number
Swift Travels & Estate Agents Ltd,PSD Revoked PI,2012-07-16 00:00:00,https://find-and-update.company-information.service.gov.uk/search?q=Swift+Travels+&+Estate+Agents+Ltd,Not exact match,SWIFT TRAVELS LTD,,OK,,12249041
Swiftfunds Financial Services Ltd,Cancelled - Small PI,2016-12-08 00:00:00,https://find-and-update.company-information.service.gov.uk/search?q=Swiftfunds+Financial+Services+Ltd,OK,SWIFTFUNDS FINANCIAL SERVICES LTD,,OK,,SC364825
Swiftremit Limited,PSD Revoked PI,2019-01-13 00:00:00,https://find-and-update.company-information.service.gov.uk/search?q=Swiftremit+Limited,OK,SWIFTREMIT LIMITED,,OK,,07141949
Swoop Finance Ltd,Registered Account Information Service Provider,2019-08-06 00:00:00,https://find-and-update.company-information.service.gov.uk/search?q=Swoop+Finance+Ltd,Not exact match,SWOOP FINANCE LIMITED,,Company Ownership,Company Ownership: Limited Company (Governing Law: Companies Act 2014),11163382
SwooshTransfer Ltd,Small Payment Institution,2020-12-16 00:00:00,https://find-and-update.company-information.service.gov.uk/search?q=SwooshTransfer+Ltd,OK,SWOOSHTRANSFER LTD,,OK,,12507209
Sybanc Limited,Cancelled - Small PI,2016-02-05 00:00:00,https://find-and-update.company-information.service.gov.uk/search?q=Sybanc+Limited,OK,SYBANC LIMITED,,OK,,07819343
Sycous Limited,Small Payment Institution,2022-12-20 00:00:00,https://find-and-update.company-information.service.gov.uk/search?q=Sycous+Limited,OK,SYCOUS LIMITED,,OK,,08836039
Syed Babar Ali Naqvi,Cancelled - Small PI,2012-03-30 00:00:00,https://find-and-update.company-information.service.gov.uk/search?q=Syed+Babar+Ali+Naqvi,Not exact match,SYED ALI RAZA NAQVI LTD,,OK,,15461120
Syed Masum Ahmed,Cancelled - Small PI,2012-11-12 00:00:00,https://find-and-update.company-information.service.gov.uk/search?q=Syed+Masum+Ahmed,Not exact match,SYED ADNAN AHMED LTD,,OK,,14764133
Syed Mukarrom Bakth,Cancelled - Small PI,2013-05-17 00:00:00,https://find-and-update.company-information.service.gov.uk/search?q=Syed+Mukarrom+Bakth,Not exact match,BAKTH ENTERPRISES LTD,,OK,,12102977
Syed Sonu Miah,PSD Revoked PI,2019-01-13 00:00:00,https://find-and-update.company-information.service.gov.uk/search?q=Syed+Sonu+Miah,Not exact match,SYED MIAH INC. LTD,,OK,,14502570
Syed Tahseen Ahmed,PSD Revoked PI,2019-01-13 00:00:00,https://find-and-update.company-information.service.gov.uk/search?q=Syed+Tahseen+Ahmed,Not exact match,SYED ADNAN AHMED LTD,,OK,,14764133
Syed Zaidi,PSD Revoked PI,2012-05-09 00:00:00,https://find-and-update.company-information.service.gov.uk/search?q=Syed+Zaidi,Not exact match,EMERGENCY VENTURES LIMITED,,OK,,09504193
Sylhet Links Limited,PSD Revoked PI,2015-07-21 00:00:00,https://find-and-update.company-information.service.gov.uk/search?q=Sylhet+Links+Limited,OK,SYLHET LINKS LIMITED,,Predicted Nationality,"Predicted nationality: ['ukrainian', 'bulgarian', 'pakistani', 'else', 'russian'] (Arosh ALI)",04930057
Syncom (UK) Limited,Authorised Electronic Money Institution,2021-02-18 00:00:00,https://find-and-update.company-information.service.gov.uk/search?q=Syncom+(UK)+Limited,OK,SYNCOM (UK) LIMITED,,OK,,08605513
Systopia Consulting Limited,Cancelled - Authorised PI,2019-09-12 00:00:00,https://find-and-update.company-information.service.gov.uk/search?q=Systopia+Consulting+Limited,Not exact match,ZUCCHETTI UK LIMITED,,Company Ownership,Company Ownership: Limited (Governing Law: Italian),03146555
T&M Logistics Limited,Small Payment Institution,2018-10-24 00:00:00,https://find-and-update.company-information.service.gov.uk/search?q=T&M+Logistics+Limited,Not exact match,T LIMITED,,OK,,03798466
TAIMOOR SHAH SERVICES LTD,Small Payment Institution,2020-11-26 00:00:00,https://find-and-update.company-information.service.gov.uk/search?q=TAIMOOR+SHAH+SERVICES+LTD,OK,TAIMOOR SHAH SERVICES LTD,,OK,,12436115
TAJ EXCHANGE LTD,Small Payment Institution,2020-05-12 00:00:00,https://find-and-update.company-information.service.gov.uk/search?q=TAJ+EXCHANGE+LTD,Not exact match,TAJ EXCHANGE LIMITED,,OK,,12150889
TALENTOOM LTD,Cancelled - Small PI,2023-02-07 00:00:00,https://find-and-update.company-information.service.gov.uk/search?q=TALENTOOM+LTD,OK,TALENTOOM LTD,,Red,"Nationality: Lithuanian (ARTIOMOV, Aleksej), Country of Residence: Lithuania (ARTIOMOV, Aleksej), Nationality: Czech (TSYBOLYUK, Igor), Nationality: Russian (TSYBOLYUK, Igor, Mr.), Nationality: Russian (YURLOVA, Natalia), Nationality: Lithuanian (Mr Aleksej Artiomov), Country of Residence: Lithuania (Mr Aleksej Artiomov), Nationality: Czech (Mr Igor Tsybolyuk), Nationality: Russian (Natalia Yurlova), Nationality: Russian (Mr. Igor Tsybolyuk)",10499588
TBC UK Limited,Cancelled - Small PI,2016-12-01 00:00:00,https://find-and-update.company-information.service.gov.uk/search?q=TBC+UK+Limited,Not exact match,TBCUK LIMITED,,OK,,07727517
TC Gam Limited,Cancelled - Small PI,2015-01-09 00:00:00,https://find-and-update.company-information.service.gov.uk/search?q=TC+Gam+Limited,Not exact match,TC GAM LTD,,OK,,08146888
TCE (London) Ltd,Cancelled - Small PI,2022-04-21 00:00:00,https://find-and-update.company-information.service.gov.uk/search?q=TCE+(London)+Ltd,OK,TCE (LONDON) LTD,,OK,,03580286
TEAPAYMENT LTD,Authorised Electronic Money Institution,2020-07-08 00:00:00,https://find-and-update.company-information.service.gov.uk/search?q=TEAPAYMENT+LTD,OK,TEAPAYMENT LTD,,OK,,11694650
TEB Travel Limited,Cancelled - Small PI,2012-09-26 00:00:00,https://find-and-update.company-information.service.gov.uk/search?q=TEB+Travel+Limited,Not exact match,T.E.B. TRAVEL LIMITED,,OK,,01810843
TEB Travel Ltd,Cancelled - Authorised PI,2014-09-17 00:00:00,https://find-and-update.company-information.service.gov.uk/search?q=TEB+Travel+Ltd,Not exact match,T.E.B. TRAVEL LIMITED,,OK,,01810843
TELE TRANSFER LTD,Small Payment Institution,2018-06-22 00:00:00,https://find-and-update.company-information.service.gov.uk/search?q=TELE+TRANSFER+LTD,OK,TELE TRANSFER LTD,,OK,,03959755
TEMORI MONEY EXCHANGE LTD,Cancelled - Small PI,2018-12-24 00:00:00,https://find-and-update.company-information.service.gov.uk/search?q=TEMORI+MONEY+EXCHANGE+LTD,OK,TEMORI MONEY EXCHANGE LTD,,OK,,08062416
TETRAD INCORPORATION LIMITED,Small Payment Institution,2021-08-19 00:00:00,https://find-and-update.company-information.service.gov.uk/search?q=TETRAD+INCORPORATION+LIMITED,OK,TETRAD INCORPORATION LIMITED,,OK,,13067611
TFB Money UK Ltd,Cancelled - Small PI,2018-12-21 00:00:00,https://find-and-update.company-information.service.gov.uk/search?q=TFB+Money+UK+Ltd,OK,TFB MONEY UK LTD,,OK,,10492190
THE IDCO. LIMITED,Registered Account Information Service Provider,2018-06-05 00:00:00,https://find-and-update.company-information.service.gov.uk/search?q=THE+IDCO.+LIMITED,OK,THE IDCO. LIMITED,,Company Ownership,"Company Ownership: IQ CAPITAL DIRECTOR NOMINEES LTD (Governing Law: ENGLAND), Company Ownership: Limited Partnership (Governing Law: Limited Partnership Act 1907), Company Ownership: Limited Company (Governing Law: British Virgin Islands)",SC400459
THE MINTED APP LTD,Small Electronic Money Institution,2020-06-15 00:00:00,https://find-and-update.company-information.service.gov.uk/search?q=THE+MINTED+APP+LTD,OK,THE MINTED APP LTD,,OK,,11738684
THE PALM MONEY SERVICES LTD,Small Payment Institution,2019-07-12 00:00:00,https://find-and-update.company-information.service.gov.uk/search?q=THE+PALM+MONEY+SERVICES+LTD,OK,THE PALM MONEY SERVICES LTD,,OK,,11714158
THE PAYMENT FIRM LTD,Authorised Electronic Money Institution,2021-09-03 00:00:00,https://find-and-update.company-information.service.gov.uk/search?q=THE+PAYMENT+FIRM+LTD,OK,THE PAYMENT FIRM LTD,,OK,,12483085
THE SMART REQUEST COMPANY LTD,Authorised Payment Institution,2019-08-30 00:00:00,https://find-and-update.company-information.service.gov.uk/search?q=THE+SMART+REQUEST+COMPANY+LTD,OK,THE SMART REQUEST COMPANY LTD,,OK,,11338545
THILINA SRILANKA UK LIMITED,Cancelled - Small PI,2023-02-21 00:00:00,https://find-and-update.company-information.service.gov.uk/search?q=THILINA+SRILANKA+UK+LIMITED,OK,THILINA SRILANKA UK LIMITED,,OK,,06923977
TIC REMIT LIMITED,Small Payment Institution,2018-09-24 00:00:00,https://find-and-update.company-information.service.gov.uk/search?q=TIC+REMIT+LIMITED,OK,TIC REMIT LIMITED,,OK,,10700419
TILL DEAL LIMITED,Authorised Payment Institution,2019-07-04 00:00:00,https://find-and-update.company-information.service.gov.uk/search?q=TILL+DEAL+LIMITED,Not exact match,TILL DEAL LTD,,Orange,"Nationality: Israeli (GOOK, Alon), Nationality: Estonian (KORNILOVSKI, Vladimir), Nationality: Estonian (Mr Vladimir Kornilovski)",11218832
TNS Money Transfer Services Limited,Cancelled - Authorised PI,2017-03-17 00:00:00,https://find-and-update.company-information.service.gov.uk/search?q=TNS+Money+Transfer+Services+Limited,Not exact match,TNS BULK SERVICES LIMITED,,OK,,05445575
TNS Money Transfer Services Ltd,Cancelled - Small PI,2012-08-28 00:00:00,https://find-and-update.company-information.service.gov.uk/search?q=TNS+Money+Transfer+Services+Ltd,Not exact match,TNS BULK SERVICES LIMITED,,OK,,05445575
TOP MONEY TRANSFER LIMITED,Cancelled - Small PI,2018-10-19 00:00:00,https://find-and-update.company-information.service.gov.uk/search?q=TOP+MONEY+TRANSFER+LIMITED,Not exact match,TOP MONEY TRANSFER LTD,,OK,,10707739
TOTIPAY LIMITED,Small Electronic Money Institution,2021-06-25 00:00:00,https://find-and-update.company-information.service.gov.uk/search?q=TOTIPAY+LIMITED,OK,TOTIPAY LIMITED,,OK,,10338529
TOTIPAY LTD,Cancelled - Small PI,2021-06-25 00:00:00,https://find-and-update.company-information.service.gov.uk/search?q=TOTIPAY+LTD,Not exact match,TOTIPAY LIMITED,,OK,,10338529
TOZA PAYMENT TECHNOLOGY LIMITED,Small Payment Institution,2020-04-09 00:00:00,https://find-and-update.company-information.service.gov.uk/search?q=TOZA+PAYMENT+TECHNOLOGY+LIMITED,OK,TOZA PAYMENT TECHNOLOGY LIMITED,,OK,,11426588
TRANSFER 4U LIMITED,PSD Revoked PI,2019-01-13 00:00:00,https://find-and-update.company-information.service.gov.uk/search?q=TRANSFER+4U+LIMITED,OK,TRANSFER 4U LIMITED,,OK,,10472441
TRANSFER NOW LIMITED,Small Payment Institution,2019-01-04 00:00:00,https://find-and-update.company-information.service.gov.uk/search?q=TRANSFER+NOW+LIMITED,OK,TRANSFER NOW LIMITED,,OK,,10633754
TRANSFERBEE LTD,PSD Revoked PI,2019-01-13 00:00:00,https://find-and-update.company-information.service.gov.uk/search?q=TRANSFERBEE+LTD,OK,TRANSFERBEE LTD,,Orange,"Nationality: Lithuanian (BLEDIS, Titas, Mr.), Nationality: Lithuanian (VINOGRADOV, Igor), Nationality: Lithuanian (BLEDIS, Tadas), Nationality: Lithuanian (Mr Titas Bledis)",07439808
TRANSFERPLUS LTD,Cancelled - Authorised PI,2018-05-18 00:00:00,https://find-and-update.company-information.service.gov.uk/search?q=TRANSFERPLUS+LTD,OK,TRANSFERPLUS LTD,,Orange,"Country of Residence: Czech Republic (BRIDGES, Nicholas Ian)",06863028
TRANSUNION INTERNATIONAL UK LIMITED,Registered Account Information Service Provider,2018-12-21 00:00:00,https://find-and-update.company-information.service.gov.uk/search?q=TRANSUNION+INTERNATIONAL+UK+LIMITED,OK,TRANSUNION INTERNATIONAL UK LIMITED,,Company Ownership,Company Ownership: Limited Company (Governing Law: Ca 2006),03961870
TRANSWAP TECHNOLOGIES (UK) LIMITED,Authorised Electronic Money Institution,2021-12-23 00:00:00,https://find-and-update.company-information.service.gov.uk/search?q=TRANSWAP+TECHNOLOGIES+(UK)+LIMITED,OK,TRANSWAP TECHNOLOGIES (UK) LIMITED,,OK,,SC663015
TRANSWORLD INT LTD,Small Payment Institution,2021-01-20 00:00:00,https://find-and-update.company-information.service.gov.uk/search?q=TRANSWORLD+INT+LTD,OK,TRANSWORLD INT LTD,,OK,,11829046
TROLLEY PAYMENTS UK LTD,Authorised Payment Institution,2018-03-21 00:00:00,https://find-and-update.company-information.service.gov.uk/search?q=TROLLEY+PAYMENTS+UK+LTD,OK,TROLLEY PAYMENTS UK LTD,,OK,,10318200
TS MONEY TRANSFER LTD,Small Payment Institution,2021-01-06 00:00:00,https://find-and-update.company-information.service.gov.uk/search?q=TS+MONEY+TRANSFER+LTD,OK,TS MONEY TRANSFER LTD,,Predicted Nationality,"Predicted nationality: ['spanish', 'russian', 'french'] (Tailor Perez)",11842869
TTT Moneycorp Limited,Authorised Payment Institution,2018-04-20 00:00:00,https://find-and-update.company-information.service.gov.uk/search?q=TTT+Moneycorp+Limited,OK,TTT MONEYCORP LIMITED,,Company Ownership,"Company Ownership: Limited Company (Governing Law: Companies Act 2006), Company Ownership: Limited Company (Governing Law: Companies Act 2006), Company Ownership: Private Limited Company (Governing Law: Companies Act 2006)",00738837
TUU HOLDINGS LTD,Cancelled - Small PI,2013-04-15 00:00:00,https://find-and-update.company-information.service.gov.uk/search?q=TUU+HOLDINGS+LTD,OK,TUU HOLDINGS LTD,,OK,,05779768
TW 20 Ltd,Cancelled - Small PI,2018-10-22 00:00:00,https://find-and-update.company-information.service.gov.uk/search?q=TW+20+Ltd,OK,TW 20 LTD,,OK,,09268834
TWICEAFAM SERVICES LIMITED,Small Payment Institution,2018-11-19 00:00:00,https://find-and-update.company-information.service.gov.uk/search?q=TWICEAFAM+SERVICES+LIMITED,Not exact match,TWICE AFAM SERVICES LTD,,OK,,09975338
Taaj UK LTD,Cancelled - Small PI,2020-05-14 00:00:00,https://find-and-update.company-information.service.gov.uk/search?q=Taaj+UK+LTD,Not exact match,SENDSII LTD,,OK,,08874975
Tabori Transfer Limited,Cancelled - Small PI,2020-06-10 00:00:00,https://find-and-update.company-information.service.gov.uk/search?q=Tabori+Transfer+Limited,Not exact match,TABORI TRANSFER LTD,,Orange,"Nationality: Georgian (KURASHVILI, Tamar), Nationality: Georgian (OTARASHVILI, Tamar), Nationality: Georgian (OKRUASHVILI, Nino), Nationality: Latvian (PETKEVICA, Gita), Nationality: Ukrainian (PRITCHENKO, Viktoriya), Nationality: Lithuanian (KLIMOVA, Katazina), Nationality: Georgian (KVARATSKHELIA, Anna), Nationality: Latvian (PETKEVICA, Gita), Nationality: Ukrainian (PRITCHENKO, Viktoriya)",05075937
Tail Offers Ltd,Registered Account Information Service Provider,2018-05-11 00:00:00,https://find-and-update.company-information.service.gov.uk/search?q=Tail+Offers+Ltd,OK,TAIL OFFERS LTD,,Company Ownership,Company Ownership: Limited (Governing Law: England And Wales),10008580
Talbot FX LLP,Cancelled - Small PI,2013-02-12 00:00:00,https://find-and-update.company-information.service.gov.uk/search?q=Talbot+FX+LLP,Not exact match,IPAYLINKS UK LLP,,Company Ownership,"Company Ownership: LIMITED COMPANY (Governing Law: CHAPTER 622 OF THE LAWS OF HONG KONG), Company Ownership: LIMITED COMPANY (Governing Law: BRITISH VIRGIN ISLANDS), Company Ownership: BVI BUSINESS COMPANY (Governing Law: BRITISH VIRGIN ISLANDS), Company Ownership: Limited Company (Governing Law: Companies Act 2006)",OC363852
Talib Hussain Shah,PSD Revoked PI,2019-01-13 00:00:00,https://find-and-update.company-information.service.gov.uk/search?q=Talib+Hussain+Shah,Not exact match,THE MIRZA TALIB HUSSAIN FOUNDATION,,OK,,06131564
TalkRemit Ltd,Authorised Electronic Money Institution,2018-12-10 00:00:00,https://find-and-update.company-information.service.gov.uk/search?q=TalkRemit+Ltd,OK,TALKREMIT LTD,,Company Ownership,"Company Ownership: Private Limited Company (Governing Law: Companies Act 2006), Company Ownership: Private Limited Company (Governing Law: Companies Act 2006), Company Ownership: Private Limited Company (Governing Law: Companies Act 2006), Company Ownership: Private Limited Company (Governing Law: Companies Act 2006)",10283207
Tampas Tech Ltd,Cancelled - Small PI,2019-11-20 00:00:00,https://find-and-update.company-information.service.gov.uk/search?q=Tampas+Tech+Ltd,OK,TAMPAS TECH LTD,,OK,,11848003
Tamsey Financial Services Ltd,Small Payment Institution,2018-02-09 00:00:00,https://find-and-update.company-information.service.gov.uk/search?q=Tamsey+Financial+Services+Ltd,OK,TAMSEY FINANCIAL SERVICES LTD,,OK,,10905575
Tandem Money Limited,Cancelled - Small PI,2019-01-15 00:00:00,https://find-and-update.company-information.service.gov.uk/search?q=Tandem+Money+Limited,OK,TANDEM MONEY LIMITED,,Company Ownership,"Company Ownership: Plc (Governing Law: United Kingdom), Company Ownership: Non Cellular Company (Governing Law: Guernsey), Company Ownership: Limited Liability Company (Governing Law: Commercial Companies Law (No. 11 Of 2015)), Company Ownership: Limited Liability Company (Governing Law: Delaware Limited Liability Company Act)",08628614
Tangopay Limited,Authorised Payment Institution,2018-04-30 00:00:00,https://find-and-update.company-information.service.gov.uk/search?q=Tangopay+Limited,OK,TANGOPAY LIMITED,,OK,,07807614
TapTap Giving Ltd,Small Payment Institution,2021-05-28 00:00:00,https://find-and-update.company-information.service.gov.uk/search?q=TapTap+Giving+Ltd,OK,TAPTAP GIVING LTD,,OK,,11323235
Taptap Send UK Limited,Authorised Electronic Money Institution,2018-03-12 00:00:00,https://find-and-update.company-information.service.gov.uk/search?q=Taptap+Send+UK+Limited,OK,TAPTAP SEND UK LIMITED,,OK,,10416468
Taran Express Limited,Cancelled - Small PI,2018-09-27 00:00:00,https://find-and-update.company-information.service.gov.uk/search?q=Taran+Express+Limited,OK,TARAN EXPRESS LIMITED,,OK,,07003458
Tariq Aziz,Cancelled - Small PI,2012-03-12 00:00:00,https://find-and-update.company-information.service.gov.uk/search?q=Tariq+Aziz,OK,TARIQ AZIZ LTD,,OK,,14783571
Tariq Hussain,Cancelled - Small PI,2015-03-24 00:00:00,https://find-and-update.company-information.service.gov.uk/search?q=Tariq+Hussain,OK,TARIQ HUSSAIN LIMITED,,Predicted Nationality,"Predicted nationality: ['russian', 'german', 'ukrainian', 'else', 'polish'] ( LTD)",06088322
Tariqur Rahman Sanu,Cancelled - Small PI,2015-06-22 00:00:00,https://find-and-update.company-information.service.gov.uk/search?q=Tariqur+Rahman+Sanu,Not exact match,SANUS EHF,,OK,,OE030839
Tavanex Ltd,Cancelled - Small PI,2011-10-06 00:00:00,https://find-and-update.company-information.service.gov.uk/search?q=Tavanex+Ltd,OK,TAVANEX LTD,,Company Ownership,Company Ownership: Director (Governing Law: Uk),05858998
Tawakal UK Limited,Cancelled - Small PI,2012-06-25 00:00:00,https://find-and-update.company-information.service.gov.uk/search?q=Tawakal+UK+Limited,OK,TAWAKAL UK LIMITED,,OK,,06068762
Taxiworld Limited,Small Payment Institution,2021-08-27 00:00:00,https://find-and-update.company-information.service.gov.uk/search?q=Taxiworld+Limited,OK,TAXIWORLD LIMITED,,Company Ownership,Company Ownership: Limited Company (Governing Law: Companies Act 2006),SC113249
Taylor FX Limited,Cancelled - Small PI,2011-10-24 00:00:00,https://find-and-update.company-information.service.gov.uk/search?q=Taylor+FX+Limited,OK,TAYLOR FX LIMITED,,OK,,06824982
Tayo Services Limited,Cancelled - Small PI,2018-08-21 00:00:00,https://find-and-update.company-information.service.gov.uk/search?q=Tayo+Services+Limited,OK,TAYO SERVICES LIMITED,,OK,,08350509
TechToPay Limited,Authorised Payment Institution,2018-05-09 00:00:00,https://find-and-update.company-information.service.gov.uk/search?q=TechToPay+Limited,OK,TECHTOPAY LIMITED,,Orange,"Nationality: Kyrgyz (AKMATOV, Kadyrbek), Nationality: Cypriot (OZERK, Ozan), Country of Residence: Cyprus (OZERK, Ozan), Company Ownership: Limited Liability Company (Governing Law: Companies Law, Cap 113), Nationality: Cypriot (Mr Ozan Ozerk), Country of Residence: Cyprus (Mr Ozan Ozerk)",07993747
Teeparam Exchange Limited,Small Payment Institution,2018-10-18 00:00:00,https://find-and-update.company-information.service.gov.uk/search?q=Teeparam+Exchange+Limited,OK,TEEPARAM EXCHANGE LIMITED,,OK,,10931917
Tele Money Transfer Limited,Cancelled - Small PI,2014-01-24 00:00:00,https://find-and-update.company-information.service.gov.uk/search?q=Tele+Money+Transfer+Limited,OK,TELE MONEY TRANSFER LIMITED,,OK,,05703118
Telefonica Financial Services UK Limited,Cancelled - Authorised EMI,2013-10-22 00:00:00,https://find-and-update.company-information.service.gov.uk/search?q=Telefonica+Financial+Services+UK+Limited,OK,TELEFONICA FINANCIAL SERVICES UK LIMITED,,Company Ownership,Company Ownership: Limited By Shares (Governing Law: United Kingdom (England & Wales)),07584114
Tell Money Limited,Registered Account Information Service Provider,2020-07-08 00:00:00,https://find-and-update.company-information.service.gov.uk/search?q=Tell+Money+Limited,OK,TELL MONEY LIMITED,,OK,,12429774
Tembo Money Limited,Cancelled - RAISP,2022-11-22 00:00:00,https://find-and-update.company-information.service.gov.uk/search?q=Tembo+Money+Limited,OK,TEMBO MONEY LIMITED,,OK,,12631312
Tempus UK Limited,Cancelled - Small PI,2010-09-20 00:00:00,https://find-and-update.company-information.service.gov.uk/search?q=Tempus+UK+Limited,OK,TEMPUS UK LIMITED,,OK,,06376287
Terra Payment Services (UK) Limited,Authorised Payment Institution,2018-05-01 00:00:00,https://find-and-update.company-information.service.gov.uk/search?q=Terra+Payment+Services+(UK)+Limited,OK,TERRA PAYMENT SERVICES (UK) LIMITED,,Company Ownership,"Company Ownership: Private Limited Company (Governing Law: England & Wales), Company Ownership: Private Limited Company (Governing Law: England & Wales), Company Ownership: Private Limited Company (Governing Law: England & Wales)",06648470
Terrapay Services (UK) Limited,Cancelled - Small PI,2018-10-25 00:00:00,https://find-and-update.company-information.service.gov.uk/search?q=Terrapay+Services+(UK)+Limited,OK,TERRAPAY SERVICES (UK) LIMITED,,OK,,10023865
Terry Onyekannanke Mekwunye,PSD Revoked PI,2019-01-13 00:00:00,https://find-and-update.company-information.service.gov.uk/search?q=Terry+Onyekannanke+Mekwunye,Not exact match,MEKWUNYE'S COMPANY LIMITED,,OK,,14761058
Teya Rewards Ltd.,Authorised Electronic Money Institution,2018-05-24 00:00:00,https://find-and-update.company-information.service.gov.uk/search?q=Teya+Rewards+Ltd.,OK,TEYA REWARDS LTD.,,Company Ownership,Company Ownership: Corporate (Governing Law: England & Wales),08515940
Teya Solutions Ltd,Authorised Electronic Money Institution,2023-06-28 00:00:00,https://find-and-update.company-information.service.gov.uk/search?q=Teya+Solutions+Ltd,OK,TEYA SOLUTIONS LTD.,,Predicted Nationality,"Predicted nationality: ['ukrainian', 'greek', 'italian'] (Hanna SEMINARIO)",13886878
Thangarajah Ramachandran,Cancelled - Small PI,2011-08-17 00:00:00,https://find-and-update.company-information.service.gov.uk/search?q=Thangarajah+Ramachandran,Not exact match,THANGARAJAH BUSINESS SOLUTIONS LTD,,OK,,06961023
The Accountancy Cloud Ltd,Cancelled - RAISP,2023-06-29 00:00:00,https://find-and-update.company-information.service.gov.uk/search?q=The+Accountancy+Cloud+Ltd,OK,THE ACCOUNTANCY CLOUD LTD,,OK,,09139592
The App Accounting Group Limited,Cancelled - RAISP,2019-10-30 00:00:00,https://find-and-update.company-information.service.gov.uk/search?q=The+App+Accounting+Group+Limited,OK,THE APP ACCOUNTING GROUP LIMITED,,OK,,07483229
The Balmes Corporation Ltd,Cancelled - Small PI,2022-02-04 00:00:00,https://find-and-update.company-information.service.gov.uk/search?q=The+Balmes+Corporation+Ltd,OK,THE BALMES CORPORATION LTD,,Orange,Country of Residence: Israel (Mr Roi Kadosh),07033783
The Big Bang London Ltd,Cancelled - Small PI,2018-09-14 00:00:00,https://find-and-update.company-information.service.gov.uk/search?q=The+Big+Bang+London+Ltd,OK,THE BIG BANG LONDON LTD,,OK,,08163527
The Change Group Corporation Limited,Cancelled - Small PI,2013-02-15 00:00:00,https://find-and-update.company-information.service.gov.uk/search?q=The+Change+Group+Corporation+Limited,OK,THE CHANGE GROUP CORPORATION LIMITED,,Company Ownership,"Company Ownership: Limited Company (Governing Law: Companies Act), Company Ownership: Limited Company (Governing Law: Companies Act)",02694817
The Currency Cloud Limited,Cancelled - Authorised PI,2015-04-01 00:00:00,https://find-and-update.company-information.service.gov.uk/search?q=The+Currency+Cloud+Limited,OK,THE CURRENCY CLOUD LIMITED,,Company Ownership,"Company Ownership: Limited (Governing Law: Companies Act), Company Ownership: Limited (Governing Law: Companies Act)",06323311
The FX Firm Limited,Cancelled - Small PI,2012-07-16 00:00:00,https://find-and-update.company-information.service.gov.uk/search?q=The+FX+Firm+Limited,Not exact match,EBURY MASS PAYMENTS LIMITED,,Company Ownership,Company Ownership: Private Limited Company (Governing Law: Companies Act 2006),07061945
The Filipino Agency Remittance Limited,Cancelled - Small PI,2013-11-29 00:00:00,https://find-and-update.company-information.service.gov.uk/search?q=The+Filipino+Agency+Remittance+Limited,Not exact match,THE FILIPINO AGENCY REMITTANCE LTD,,OK,,06971753
The Foremost Currency Group Limited,Cancelled - Authorised PI,2015-01-12 00:00:00,https://find-and-update.company-information.service.gov.uk/search?q=The+Foremost+Currency+Group+Limited,Not exact match,THE FOREMOST CURRENCY GROUP LTD,,Company Ownership,"Company Ownership: Limited Company (Governing Law: Companies Act), Company Ownership: Limited Company (Governing Law: Companies Act)",05544575
The Good Box Co Labs Ltd,Small Payment Institution,2018-11-16 00:00:00,https://find-and-update.company-information.service.gov.uk/search?q=The+Good+Box+Co+Labs+Ltd,OK,THE GOOD BOX CO LABS LTD,,Company Ownership,"Company Ownership: Non Cellular Company (Governing Law: Companies (Guernsey) Law, 2008)",10272838
The Good Exchange Limited,Cancelled - Small PI,2022-11-02 00:00:00,https://find-and-update.company-information.service.gov.uk/search?q=The+Good+Exchange+Limited,OK,THE GOOD EXCHANGE LIMITED,,Company Ownership,"Company Ownership: Company Limited By Guarantee (Governing Law: Companies Act 2006), Company Ownership: Registered Charity And Company Limited By Guarantee (Governing Law: Companies Act 2006)",09761102
The Money Market (UK) Limited,Cancelled - Small PI,2015-09-20 00:00:00,https://find-and-update.company-information.service.gov.uk/search?q=The+Money+Market+(UK)+Limited,Not exact match,THE MONEY MARKET(UK) LIMITED,,OK,,06435466
The Moneyhub (UK) Limited,Cancelled - Small PI,2013-10-03 00:00:00,https://find-and-update.company-information.service.gov.uk/search?q=The+Moneyhub+(UK)+Limited,OK,THE MONEYHUB (UK) LIMITED,,Predicted Nationality,"Predicted nationality: ['turkish', 'else', 'chinese', 'russian', 'british'] (Ketki MISTRY)",07562380
The Professional Payroll Limited,Small Payment Institution,2019-02-18 00:00:00,https://find-and-update.company-information.service.gov.uk/search?q=The+Professional+Payroll+Limited,OK,THE PROFESSIONAL PAYROLL LIMITED,,Company Ownership,Company Ownership: Private Company Limited By Shares (Governing Law: Companies Act 2006),02678127
The Provider Services,Small Payment Institution,2019-09-20 00:00:00,https://find-and-update.company-information.service.gov.uk/search?q=The+Provider+Services,OK,THE PROVIDER SERVICES LTD,,Orange,"Nationality: Romanian (BADEA, Alexandru-Claudiu), Nationality: Romanian (BADEA, Mihai-Vladut), Nationality: Romanian (Mr Mihai-Vladut Badea)",12820128
The Real Asset Co,Cancelled - Authorised EMI,,https://find-and-update.company-information.service.gov.uk/search?q=The+Real+Asset+Co,OK,THE REAL ASSET CO. LIMITED,,Company Ownership,"Company Ownership: Limited Company (Governing Law: Companies Act 2006), Company Ownership: Limited Compand (Governing Law: England And Wales)",07385324
